Campaign_Row_ID,Campaign_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,ROAS,Date,Impressions,Month,Quarter,CPC_Actual,CPA_Actual,ROAS_Actual,Budget_Variance,Budget_Variance_Pct
388,C6314,5210,714,0.1515,7.3,465,11.2,0.6513,10,Instagram,Video,25-34,Female,Asia,51150,5001.6,10.23,2025-01-22,4712,2025-01,2025Q1,7.01,10.76,10.23,-208.4,-0.04
389,C5834,4940,969,0.1986,5.1,731,6.76,0.7544,13,LinkedIn,Text,25-34,Male,Africa,116229,4841.2,24.01,2024-02-18,4879,2024-02,2024Q1,5.0,6.62,24.01,-98.8,-0.02
390,C4080,7340,488,0.2776,15.04,327,22.45,0.6701,16,YouTube,Carousel,25-34,Male,South America,47415,7340.0,6.46,2024-06-09,1757,2024-06,2024Q2,15.04,22.45,6.46,0.0,0.0
391,C5468,7020,68,0.0069,103.24,24,292.5,0.3529,27,Instagram,Image,18-24,Male,North America,2856,7020.0,0.41,2024-09-07,9855,2024-09,2024Q3,103.24,292.5,0.41,0.0,0.0
392,C6822,5300,754,0.1224,7.03,536,9.89,0.7109,20,Instagram,Text,55+,Female,South America,57352,5459.0,10.51,2025-01-29,6160,2025-01,2025Q1,7.24,10.18,10.51,159.0,0.03
393,C3521,8800,1616,0.2981,5.45,852,10.33,0.5272,9,Facebook,Carousel,35-44,Female,Africa,120984,8712.0,13.89,2024-10-21,5420,2024-10,2024Q4,5.39,10.23,13.89,-88.0,-0.01
394,C3725,8840,209,0.0444,42.3,39,226.67,0.1866,28,YouTube,Text,35-44,Other,Asia,6357,8486.4,0.75,2025-02-09,4707,2025-02,2025Q1,40.6,217.6,0.75,-353.6,-0.04
395,C4257,2160,1846,0.2266,1.17,670,3.22,0.3629,11,LinkedIn,Video,25-34,Female,Europe,44220,2052.0,21.55,2024-09-22,8146,2024-09,2024Q3,1.11,3.06,21.55,-108.0,-0.05
396,C2710,5760,1031,0.1827,5.59,933,6.17,0.9049,7,YouTube,Image,25-34,Other,Europe,34521,5875.2,5.88,2024-06-12,5643,2024-06,2024Q2,5.7,6.3,5.88,115.2,0.02
397,C9247,4070,354,0.0377,11.5,215,18.93,0.6073,24,LinkedIn,Text,55+,Other,North America,35475,4070.0,8.72,2024-07-21,9389,2024-07,2024Q3,11.5,18.93,8.72,0.0,0.0
398,C9280,9380,1395,0.2025,6.72,1376,6.82,0.9864,24,Facebook,Video,35-44,Other,South America,253184,9004.8,28.12,2025-02-01,6888,2025-02,2025Q1,6.46,6.54,28.12,-375.2,-0.04
399,C6381,5170,250,0.0271,20.68,171,30.23,0.684,10,Google,Carousel,25-34,Female,South America,27531,5273.4,5.22,2025-01-20,9225,2025-01,2025Q1,21.09,30.84,5.22,103.4,0.02
400,C5150,9450,1211,0.188,7.8,276,34.24,0.2279,7,Google,Video,55+,Other,South America,34500,9072.0,3.8,2024-07-04,6441,2024-07,2024Q3,7.49,32.87,3.8,-378.0,-0.04
401,C2717,4920,643,0.1311,7.65,50,98.4,0.0778,14,Google,Carousel,35-44,Other,South America,6450,5018.4,1.29,2024-08-20,4904,2024-08,2024Q3,7.8,100.37,1.29,98.4,0.02
402,C5033,9490,1557,1.1373,6.1,296,32.06,0.1901,25,LinkedIn,Text,45-54,Female,North America,51208,9110.4,5.62,2024-07-07,1369,2024-07,2024Q3,5.85,30.78,5.62,-379.6,-0.04
403,C6173,9940,755,0.2569,13.17,441,22.54,0.5841,26,Google,Carousel,45-54,Other,Asia,86877,9940.0,8.74,2024-07-29,2938,2024-07,2024Q3,13.17,22.54,8.74,0.0,0.0
404,C4854,7790,717,0.1391,10.86,647,12.04,0.9024,14,LinkedIn,Text,35-44,Male,Europe,29115,7634.2,3.81,2024-09-09,5154,2024-09,2024Q3,10.65,11.8,3.81,-155.8,-0.02
405,C1497,5380,1797,0.547,2.99,246,21.87,0.1369,10,Instagram,Image,45-54,Female,Europe,28536,5595.2,5.1,2024-04-09,3285,2024-04,2024Q2,3.11,22.74,5.1,215.2,0.04
406,C9982,4660,1452,0.1802,3.21,1265,3.68,0.8712,7,YouTube,Video,55+,Female,South America,49335,4846.4,10.18,2024-10-12,8057,2024-10,2024Q4,3.34,3.83,10.18,186.4,0.04
407,C1283,3290,764,0.0786,4.31,291,11.31,0.3809,28,Instagram,Video,55+,Other,South America,58200,3290.0,17.69,2024-03-25,9720,2024-03,2024Q1,4.31,11.31,17.69,0.0,0.0
408,C4136,7360,1103,0.6321,6.67,890,8.27,0.8069,24,Google,Video,45-54,Female,Europe,116590,7360.0,15.84,2024-06-27,1744,2024-06,2024Q2,6.67,8.27,15.84,0.0,0.0
409,C4037,8180,1784,0.18,4.59,186,43.98,0.1043,25,Facebook,Image,18-24,Female,South America,5952,8589.0,0.69,2024-06-22,9911,2024-06,2024Q2,4.81,46.18,0.69,409.0,0.05
410,C7284,9270,1804,0.6056,5.14,1143,8.11,0.6336,20,Google,Carousel,18-24,Other,Europe,99441,9270.0,10.73,2025-01-12,2978,2025-01,2025Q1,5.14,8.11,10.73,0.0,0.0
411,C6379,2320,821,0.0949,2.83,218,10.64,0.2655,21,Facebook,Text,25-34,Female,Africa,12208,2227.2,5.48,2024-12-08,8651,2024-12,2024Q4,2.71,10.22,5.48,-92.8,-0.04
412,C8219,4270,437,0.0671,9.77,218,19.59,0.4989,22,Google,Image,35-44,Other,Europe,31828,4312.7,7.38,2024-11-12,6512,2024-11,2024Q4,9.87,19.78,7.38,42.7,0.01
413,C9424,9820,201,0.0261,48.86,130,75.54,0.6468,14,Facebook,Image,45-54,Female,North America,11050,9918.2,1.11,2024-10-22,7701,2024-10,2024Q4,49.34,76.29,1.11,98.2,0.01
414,C1414,7850,1446,0.2259,5.43,211,37.2,0.1459,7,Google,Text,25-34,Other,Africa,10339,8242.5,1.25,2024-07-23,6401,2024-07,2024Q3,5.7,39.06,1.25,392.5,0.05
415,C1317,9460,1478,0.1544,6.4,921,10.27,0.6231,19,Facebook,Text,45-54,Male,South America,160254,9270.8,17.29,2024-09-30,9572,2024-09,2024Q3,6.27,10.07,17.29,-189.2,-0.02
416,C5675,3760,743,0.0824,5.06,50,75.2,0.0673,21,Instagram,Video,55+,Female,Europe,6250,3760.0,1.66,2024-06-28,9016,2024-06,2024Q2,5.06,75.2,1.66,0.0,0.0
417,C4602,4000,1692,0.4561,2.36,1234,3.24,0.7293,14,LinkedIn,Video,45-54,Male,South America,144378,4080.0,35.39,2024-08-18,3709,2024-08,2024Q3,2.41,3.31,35.39,80.0,0.02
418,C8479,6330,283,0.191,22.37,84,75.36,0.2968,18,Facebook,Carousel,55+,Other,Asia,11928,6013.5,1.98,2024-03-10,1481,2024-03,2024Q1,21.25,71.59,1.98,-316.5,-0.05
419,C9364,2060,697,0.0713,2.96,596,3.46,0.8551,25,YouTube,Carousel,18-24,Female,Europe,111452,2121.8,52.53,2024-12-12,9775,2024-12,2024Q4,3.04,3.56,52.53,61.8,0.03
420,C3227,7150,933,0.3523,7.66,907,7.88,0.9721,8,Google,Video,18-24,Other,North America,109747,7507.5,14.62,2024-03-24,2648,2024-03,2024Q1,8.05,8.28,14.62,357.5,0.05
421,C2057,3780,1629,0.8137,2.32,765,4.94,0.4696,7,Google,Video,55+,Female,Europe,31365,3893.4,8.06,2024-12-30,2001,2024-12,2024Q4,2.39,5.09,8.06,113.4,0.03
422,C5167,9620,114,0.0288,84.39,53,181.51,0.4649,19,LinkedIn,Video,45-54,Female,Africa,6148,9235.2,0.67,2024-07-25,3958,2024-07,2024Q3,81.01,174.25,0.67,-384.8,-0.04
423,C4578,9840,1950,0.2719,5.05,691,14.24,0.3544,21,YouTube,Video,25-34,Other,South America,29022,9643.2,3.01,2024-05-07,7171,2024-05,2024Q2,4.95,13.96,3.01,-196.8,-0.02
424,C1187,3040,968,0.1794,3.14,659,4.61,0.6808,10,Instagram,Text,25-34,Other,Africa,39540,3100.8,12.75,2024-04-30,5395,2024-04,2024Q2,3.2,4.71,12.75,60.8,0.02
425,C7175,8600,65,0.0113,132.31,42,204.76,0.6462,27,Facebook,Text,35-44,Female,South America,3066,8686.0,0.35,2024-07-30,5752,2024-07,2024Q3,133.63,206.81,0.35,86.0,0.01
426,C4107,5970,1780,0.1874,3.35,35,170.57,0.0197,29,LinkedIn,Text,35-44,Other,South America,3465,5850.6,0.59,2024-03-31,9498,2024-03,2024Q1,3.29,167.16,0.59,-119.4,-0.02
427,C6717,4900,787,0.113,6.23,634,7.73,0.8056,12,Facebook,Text,18-24,Other,North America,67204,4900.0,13.72,2025-01-12,6964,2025-01,2025Q1,6.23,7.73,13.72,0.0,0.0
428,C4255,5010,1783,0.2738,2.81,216,23.19,0.1211,10,YouTube,Carousel,25-34,Male,Asia,15552,5210.4,2.98,2024-10-31,6512,2024-10,2024Q4,2.92,24.12,2.98,200.4,0.04
429,C9768,9610,356,0.0943,26.99,89,107.98,0.25,28,Google,Image,25-34,Female,Asia,4628,9610.0,0.48,2024-07-11,3775,2024-07,2024Q3,26.99,107.98,0.48,0.0,0.0
430,C3049,5850,689,0.149,8.49,196,29.85,0.2845,7,Instagram,Text,55+,Other,Asia,29792,6084.0,4.9,2024-04-09,4624,2024-04,2024Q2,8.83,31.04,4.9,234.0,0.04
431,C4219,5820,1896,0.267,3.07,128,45.47,0.0675,11,Instagram,Carousel,18-24,Male,Africa,9728,5529.0,1.76,2025-01-06,7101,2025-01,2025Q1,2.92,43.2,1.76,-291.0,-0.05
432,C8974,9790,763,0.0818,12.83,318,30.79,0.4168,28,LinkedIn,Carousel,45-54,Male,Africa,17172,10279.5,1.67,2024-12-13,9327,2024-12,2024Q4,13.47,32.33,1.67,489.5,0.05
433,C1662,8440,1751,0.2021,4.82,871,9.69,0.4974,14,Google,Text,25-34,Female,Asia,63583,8355.6,7.61,2024-11-19,8664,2024-11,2024Q4,4.77,9.59,7.61,-84.4,-0.01
434,C9053,9400,1962,0.3452,4.79,464,20.26,0.2365,28,LinkedIn,Image,55+,Male,Europe,76096,9306.0,8.18,2025-01-27,5683,2025-01,2025Q1,4.74,20.06,8.18,-94.0,-0.01
435,C7953,4100,482,0.0526,8.51,149,27.52,0.3091,19,YouTube,Video,45-54,Male,North America,16539,3895.0,4.25,2024-05-27,9163,2024-05,2024Q2,8.08,26.14,4.25,-205.0,-0.05
436,C6725,9430,519,0.144,18.17,460,20.5,0.8863,26,LinkedIn,Video,35-44,Male,Europe,77280,9052.8,8.54,2024-08-26,3604,2024-08,2024Q3,17.44,19.68,8.54,-377.2,-0.04
437,C7311,3970,255,0.054,15.57,237,16.75,0.9294,25,YouTube,Carousel,35-44,Female,Asia,21330,4089.1,5.22,2024-10-16,4722,2024-10,2024Q4,16.04,17.25,5.22,119.1,0.03
438,C2621,4300,83,0.0208,51.81,31,138.71,0.3735,7,Google,Text,55+,Male,Africa,3131,4128.0,0.76,2025-01-12,3990,2025-01,2025Q1,49.73,133.16,0.76,-172.0,-0.04
439,C2740,9090,1315,0.1744,6.91,264,34.43,0.2008,23,Google,Image,45-54,Male,Europe,26400,9453.6,2.79,2024-09-16,7540,2024-09,2024Q3,7.19,35.81,2.79,363.6,0.04
440,C2099,3180,765,0.1483,4.16,486,6.54,0.6353,15,Instagram,Text,18-24,Male,Europe,91854,3084.6,29.78,2024-05-16,5158,2024-05,2024Q2,4.03,6.35,29.78,-95.4,-0.03
441,C1084,8020,182,0.0258,44.07,23,348.7,0.1264,15,LinkedIn,Video,18-24,Female,North America,3726,7779.4,0.48,2024-05-08,7054,2024-05,2024Q2,42.74,338.23,0.48,-240.6,-0.03
442,C6744,8090,605,0.1012,13.37,308,26.27,0.5091,8,YouTube,Text,35-44,Male,South America,40964,7766.4,5.27,2024-08-17,5978,2024-08,2024Q3,12.84,25.22,5.27,-323.6,-0.04
443,C7831,6900,305,0.0363,22.62,104,66.35,0.341,26,LinkedIn,Carousel,45-54,Female,Africa,5616,6693.0,0.84,2024-05-12,8402,2024-05,2024Q2,21.94,64.36,0.84,-207.0,-0.03
444,C5824,5350,1919,1.1457,2.79,1388,3.85,0.7233,17,YouTube,Video,25-34,Other,Asia,145740,5510.5,26.45,2024-09-01,1674,2024-09,2024Q3,2.87,3.97,26.45,160.5,0.03
445,C5104,4830,180,0.0353,26.83,84,57.5,0.4667,17,Facebook,Text,45-54,Other,South America,9576,4781.7,2.0,2024-02-12,5099,2024-02,2024Q1,26.56,56.92,2.0,-48.3,-0.01
446,C4023,8600,593,0.0973,14.5,132,65.15,0.2226,16,LinkedIn,Image,25-34,Female,North America,4224,9030.0,0.47,2024-10-06,6094,2024-10,2024Q4,15.23,68.41,0.47,430.0,0.05
447,C9157,8820,910,0.8742,9.69,804,10.97,0.8835,22,YouTube,Carousel,55+,Other,Asia,77988,8467.2,9.21,2024-04-02,1040,2024-04,2024Q2,9.3,10.53,9.21,-352.8,-0.04
448,C3302,7120,1852,0.6754,3.84,904,7.88,0.4881,20,Instagram,Video,45-54,Female,North America,169952,7262.4,23.4,2024-10-16,2742,2024-10,2024Q4,3.92,8.03,23.4,142.4,0.02
449,C2103,4890,525,0.0789,9.31,193,25.34,0.3676,22,Google,Text,18-24,Male,Europe,28564,4792.2,5.96,2024-06-14,6653,2024-06,2024Q2,9.13,24.83,5.96,-97.8,-0.02
450,C8033,3780,233,0.0465,16.22,94,40.21,0.4034,29,Google,Video,25-34,Female,Europe,15322,3780.0,4.05,2024-04-29,5010,2024-04,2024Q2,16.22,40.21,4.05,0.0,0.0
451,C7315,6290,883,0.1647,7.12,407,15.45,0.4609,23,YouTube,Video,45-54,Female,Asia,66748,5975.5,11.17,2024-12-19,5361,2024-12,2024Q4,6.77,14.68,11.17,-314.5,-0.05
452,C8114,6940,717,0.1474,9.68,341,20.35,0.4756,17,Facebook,Text,18-24,Male,Europe,21483,7287.0,2.95,2024-03-31,4864,2024-03,2024Q1,10.16,21.37,2.95,347.0,0.05
453,C9125,6820,569,0.0638,11.99,186,36.67,0.3269,19,Instagram,Carousel,35-44,Female,Asia,25668,6956.4,3.69,2024-02-12,8918,2024-02,2024Q1,12.23,37.4,3.69,136.4,0.02
454,C4469,2700,384,0.0714,7.03,172,15.7,0.4479,27,Facebook,Text,55+,Male,Europe,20124,2592.0,7.76,2024-05-07,5378,2024-05,2024Q2,6.75,15.07,7.76,-108.0,-0.04
455,C1444,7910,1520,0.7415,5.2,305,25.93,0.2007,19,Instagram,Image,18-24,Female,Europe,57340,7910.0,7.25,2024-06-18,2049,2024-06,2024Q2,5.2,25.93,7.25,0.0,0.0
456,C5373,3100,533,0.2777,5.82,357,8.68,0.6698,24,YouTube,Video,45-54,Other,South America,68187,2976.0,22.91,2024-07-27,1919,2024-07,2024Q3,5.58,8.34,22.91,-124.0,-0.04
457,C2284,8750,1345,0.2035,6.51,270,32.41,0.2007,8,Instagram,Video,55+,Male,North America,19170,8662.5,2.21,2025-02-05,6609,2025-02,2025Q1,6.44,32.08,2.21,-87.5,-0.01
458,C5932,9050,1356,0.1913,6.67,837,10.81,0.6173,30,Facebook,Text,45-54,Male,South America,32643,9412.0,3.47,2024-07-05,7088,2024-07,2024Q3,6.94,11.24,3.47,362.0,0.04
459,C1269,9680,1633,0.8157,5.93,653,14.82,0.3999,24,LinkedIn,Carousel,35-44,Male,Europe,85543,10067.2,8.5,2024-09-27,2001,2024-09,2024Q3,6.16,15.42,8.5,387.2,0.04
460,C8433,9780,725,0.0734,13.49,584,16.75,0.8055,10,Facebook,Carousel,35-44,Female,Asia,98696,9388.8,10.51,2024-08-20,9877,2024-08,2024Q3,12.95,16.08,10.51,-391.2,-0.04
461,C4957,2340,470,0.058,4.98,38,61.58,0.0809,29,Facebook,Carousel,18-24,Other,South America,6232,2410.2,2.59,2024-06-27,8103,2024-06,2024Q2,5.13,63.43,2.59,70.2,0.03
462,C6303,9900,1513,0.1692,6.54,1512,6.55,0.9993,12,Google,Text,35-44,Male,Asia,175392,9999.0,17.54,2024-10-14,8942,2024-10,2024Q4,6.61,6.61,17.54,99.0,0.01
463,C6667,4250,1877,0.2694,2.26,315,13.49,0.1678,30,Instagram,Image,18-24,Female,North America,34965,4420.0,7.91,2024-06-21,6967,2024-06,2024Q2,2.35,14.03,7.91,170.0,0.04
464,C3885,3670,561,0.4456,6.54,10,367.0,0.0178,23,YouTube,Video,35-44,Female,Africa,1540,3486.5,0.44,2024-07-19,1258,2024-07,2024Q3,6.21,348.65,0.44,-183.5,-0.05
465,C7293,4450,1899,0.2029,2.34,307,14.5,0.1617,24,Google,Text,18-24,Other,Europe,52497,4361.0,12.04,2024-06-04,9359,2024-06,2024Q2,2.3,14.21,12.04,-89.0,-0.02
466,C1214,7260,1485,0.4104,4.89,1405,5.17,0.9461,27,Instagram,Carousel,18-24,Female,North America,126450,7477.8,16.91,2024-05-05,3618,2024-05,2024Q2,5.04,5.32,16.91,217.8,0.03
467,C3571,2570,1889,0.1984,1.36,340,7.56,0.18,27,Instagram,Video,45-54,Female,Asia,28220,2621.4,10.77,2024-10-13,9521,2024-10,2024Q4,1.39,7.71,10.77,51.4,0.02
468,C9108,8440,401,0.07,21.05,258,32.71,0.6434,12,Google,Text,55+,Female,Asia,33540,8018.0,4.18,2024-10-29,5728,2024-10,2024Q4,20.0,31.08,4.18,-422.0,-0.05
469,C6011,2520,1060,0.2028,2.38,258,9.77,0.2434,23,YouTube,Text,45-54,Other,Asia,36636,2570.4,14.25,2024-05-04,5226,2024-05,2024Q2,2.42,9.96,14.25,50.4,0.02
470,C7131,6820,1429,0.1432,4.77,692,9.86,0.4843,17,Facebook,Carousel,25-34,Female,North America,125944,7161.0,17.59,2024-12-06,9979,2024-12,2024Q4,5.01,10.35,17.59,341.0,0.05
471,C9947,7810,227,0.0237,34.41,173,45.14,0.7621,29,Google,Carousel,55+,Female,Africa,6401,8044.3,0.8,2024-05-27,9578,2024-05,2024Q2,35.44,46.5,0.8,234.3,0.03
472,C5359,7890,319,0.176,24.73,163,48.4,0.511,9,Instagram,Text,55+,Male,North America,25428,7811.1,3.26,2024-03-06,1812,2024-03,2024Q1,24.49,47.92,3.26,-78.9,-0.01
473,C9481,8420,434,0.046,19.4,362,23.26,0.8341,18,Instagram,Video,45-54,Female,North America,11946,8167.4,1.46,2024-12-16,9434,2024-12,2024Q4,18.82,22.56,1.46,-252.6,-0.03
474,C6120,6220,1733,0.2771,3.59,1229,5.06,0.7092,21,LinkedIn,Text,25-34,Female,South America,106923,6282.2,17.02,2024-05-15,6254,2024-05,2024Q2,3.63,5.11,17.02,62.2,0.01
475,C9158,4920,189,0.0266,26.03,154,31.95,0.8148,22,LinkedIn,Image,18-24,Female,North America,29876,5116.8,5.84,2025-01-30,7105,2025-01,2025Q1,27.07,33.23,5.84,196.8,0.04
476,C8696,3850,1207,0.2009,3.19,306,12.58,0.2535,18,Instagram,Video,35-44,Male,South America,22644,3811.5,5.94,2024-08-14,6007,2024-08,2024Q3,3.16,12.46,5.94,-38.5,-0.01
477,C5073,2160,587,0.0884,3.68,438,4.93,0.7462,12,LinkedIn,Carousel,45-54,Female,South America,79716,2116.8,37.66,2024-09-21,6640,2024-09,2024Q3,3.61,4.83,37.66,-43.2,-0.02
478,C6703,4900,1429,0.1764,3.43,289,16.96,0.2022,7,Google,Video,35-44,Female,Africa,40460,5145.0,7.86,2024-11-05,8100,2024-11,2024Q4,3.6,17.8,7.86,245.0,0.05
479,C8955,6740,537,0.0583,12.55,50,134.8,0.0931,16,Google,Text,25-34,Other,Africa,2700,6537.8,0.41,2024-08-10,9210,2024-08,2024Q3,12.17,130.76,0.41,-202.2,-0.03
480,C5956,5180,1491,0.1646,3.47,1467,3.53,0.9839,18,LinkedIn,Video,45-54,Other,North America,281664,5180.0,54.38,2024-02-26,9058,2024-02,2024Q1,3.47,3.53,54.38,0.0,0.0
481,C9257,6730,1510,0.2319,4.46,1293,5.2,0.8563,22,Instagram,Carousel,45-54,Other,North America,98268,6999.2,14.04,2024-09-23,6511,2024-09,2024Q3,4.64,5.41,14.04,269.2,0.04
482,C5172,9460,1056,0.1091,8.96,589,16.06,0.5578,23,Google,Image,35-44,Male,North America,54188,9365.4,5.79,2025-01-02,9679,2025-01,2025Q1,8.87,15.9,5.79,-94.6,-0.01
483,C6616,4790,1592,0.2508,3.01,497,9.64,0.3122,30,Google,Carousel,18-24,Other,Europe,55167,4742.1,11.63,2024-05-06,6347,2024-05,2024Q2,2.98,9.54,11.63,-47.9,-0.01
484,C4901,9520,235,0.0376,40.51,14,680.0,0.0596,8,Facebook,Image,35-44,Male,Africa,2282,9329.6,0.24,2024-03-27,6250,2024-03,2024Q1,39.7,666.4,0.24,-190.4,-0.02
485,C3460,5620,1265,0.1738,4.44,21,267.62,0.0166,14,Google,Video,45-54,Other,Africa,2835,5844.8,0.49,2024-10-29,7278,2024-10,2024Q4,4.62,278.32,0.49,224.8,0.04
486,C1550,3190,1692,0.2007,1.89,1396,2.29,0.8251,21,Google,Image,18-24,Other,North America,83760,3190.0,26.26,2024-07-06,8430,2024-07,2024Q3,1.89,2.29,26.26,0.0,0.0
487,C9385,7920,1375,0.1758,5.76,174,45.52,0.1265,15,Google,Carousel,35-44,Other,North America,19836,8078.4,2.46,2024-03-15,7821,2024-03,2024Q1,5.88,46.43,2.46,158.4,0.02
488,C7499,2930,146,0.0383,20.07,50,58.6,0.3425,10,Instagram,Carousel,45-54,Female,South America,3700,2842.1,1.3,2024-08-12,3812,2024-08,2024Q3,19.47,56.84,1.3,-87.9,-0.03
489,C3295,4380,1644,0.2757,2.66,1252,3.5,0.7616,21,LinkedIn,Carousel,18-24,Male,North America,57592,4248.6,13.56,2024-03-17,5963,2024-03,2024Q1,2.58,3.39,13.56,-131.4,-0.03
490,C3899,7130,958,0.1071,7.44,573,12.44,0.5981,12,LinkedIn,Video,55+,Other,North America,72198,7272.6,9.93,2024-10-16,8944,2024-10,2024Q4,7.59,12.69,9.93,142.6,0.02
491,C2428,2370,260,0.1226,9.12,30,79.0,0.1154,15,LinkedIn,Carousel,35-44,Other,Asia,5460,2322.6,2.35,2024-04-24,2120,2024-04,2024Q2,8.93,77.42,2.35,-47.4,-0.02
492,C3410,2590,1291,0.1318,2.01,392,6.61,0.3036,23,Google,Text,45-54,Other,Europe,23520,2538.2,9.27,2025-01-15,9795,2025-01,2025Q1,1.97,6.48,9.27,-51.8,-0.02
493,C2682,6510,1777,0.3739,3.66,964,6.75,0.5425,19,LinkedIn,Video,35-44,Female,Europe,68444,6835.5,10.01,2024-07-05,4752,2024-07,2024Q3,3.85,7.09,10.01,325.5,0.05
494,C1149,2440,1771,0.2563,1.38,47,51.91,0.0265,13,LinkedIn,Image,45-54,Female,Europe,1645,2464.4,0.67,2024-12-15,6909,2024-12,2024Q4,1.39,52.43,0.67,24.4,0.01
495,C3731,5880,898,0.0908,6.55,266,22.11,0.2962,30,LinkedIn,Carousel,35-44,Other,Asia,33250,5762.4,5.77,2024-12-01,9889,2024-12,2024Q4,6.42,21.66,5.77,-117.6,-0.02
496,C8833,4300,956,0.12,4.5,640,6.72,0.6695,29,YouTube,Video,35-44,Female,North America,99200,4257.0,23.3,2025-01-21,7966,2025-01,2025Q1,4.45,6.65,23.3,-43.0,-0.01
497,C3638,3880,1880,0.9131,2.06,1223,3.17,0.6505,30,LinkedIn,Carousel,25-34,Male,North America,99063,3802.4,26.05,2024-07-27,2058,2024-07,2024Q3,2.02,3.11,26.05,-77.6,-0.02
498,C4338,7190,292,0.0638,24.62,256,28.09,0.8767,28,YouTube,Text,55+,Female,Europe,48896,7549.5,6.48,2024-06-03,4576,2024-06,2024Q2,25.85,29.49,6.48,359.5,0.05
499,C6752,5720,388,0.044,14.74,141,40.57,0.3634,30,YouTube,Video,35-44,Female,Africa,26226,5434.0,4.83,2024-05-29,8818,2024-05,2024Q2,14.01,38.54,4.83,-286.0,-0.05
500,C3932,7400,571,0.2837,12.96,417,17.75,0.7303,24,Google,Carousel,45-54,Male,Asia,57963,7622.0,7.6,2024-03-19,2012,2024-03,2024Q1,13.35,18.28,7.6,222.0,0.03
501,C5539,2820,1893,0.8929,1.49,1374,2.05,0.7258,7,Google,Image,55+,Other,South America,193734,2904.6,66.7,2024-03-19,2120,2024-03,2024Q1,1.53,2.11,66.7,84.6,0.03
502,C3363,7500,1324,0.1383,5.66,740,10.14,0.5589,12,Facebook,Carousel,35-44,Female,North America,59940,7575.0,7.91,2024-06-28,9573,2024-06,2024Q2,5.72,10.24,7.91,75.0,0.01
503,C7188,6160,1464,0.5579,4.21,349,17.65,0.2384,9,Facebook,Video,45-54,Other,North America,21638,6344.8,3.41,2024-11-28,2624,2024-11,2024Q4,4.33,18.18,3.41,184.8,0.03
504,C3702,9060,665,0.094,13.62,561,16.15,0.8436,7,Instagram,Carousel,55+,Male,South America,33099,9422.4,3.51,2024-02-16,7074,2024-02,2024Q1,14.17,16.8,3.51,362.4,0.04
505,C9268,3640,955,0.1729,3.81,544,6.69,0.5696,25,Instagram,Text,35-44,Other,South America,75616,3822.0,19.78,2025-02-07,5523,2025-02,2025Q1,4.0,7.03,19.78,182.0,0.05
506,C2970,5950,684,0.1187,8.7,211,28.2,0.3085,14,Google,Carousel,18-24,Other,North America,11605,6128.5,1.89,2024-05-24,5762,2024-05,2024Q2,8.96,29.05,1.89,178.5,0.03
507,C6942,5780,838,0.2374,6.9,682,8.48,0.8138,27,Instagram,Text,45-54,Female,North America,75702,5491.0,13.79,2024-09-13,3529,2024-09,2024Q3,6.55,8.05,13.79,-289.0,-0.05
508,C6297,8750,1793,0.3259,4.88,1058,8.27,0.5901,8,YouTube,Text,18-24,Other,North America,86756,8750.0,9.91,2024-02-28,5501,2024-02,2024Q1,4.88,8.27,9.91,0.0,0.0
509,C9090,5740,1571,0.697,3.65,1052,5.46,0.6696,16,YouTube,Video,55+,Male,Asia,143072,5912.2,24.2,2024-08-10,2253,2024-08,2024Q3,3.76,5.62,24.2,172.2,0.03
510,C3450,9080,200,0.0258,45.4,77,117.92,0.385,26,Facebook,Carousel,55+,Other,Asia,13552,8898.4,1.52,2024-08-17,7751,2024-08,2024Q3,44.49,115.56,1.52,-181.6,-0.02
511,C9143,4530,577,0.0678,7.85,166,27.29,0.2877,9,LinkedIn,Image,18-24,Other,North America,13446,4530.0,2.97,2025-01-11,8510,2025-01,2025Q1,7.85,27.29,2.97,0.0,0.0
512,C7579,9310,1584,0.4761,5.88,710,13.11,0.4482,24,LinkedIn,Video,18-24,Male,Europe,58220,9030.7,6.45,2025-01-06,3327,2025-01,2025Q1,5.7,12.72,6.45,-279.3,-0.03
513,C2635,9900,1517,0.5366,6.53,719,13.77,0.474,8,Instagram,Video,45-54,Male,Asia,114321,10098.0,11.32,2024-09-06,2827,2024-09,2024Q3,6.66,14.04,11.32,198.0,0.02
514,C9636,3420,1101,0.264,3.11,1076,3.18,0.9773,10,YouTube,Video,45-54,Other,Asia,76396,3420.0,22.34,2024-12-06,4170,2024-12,2024Q4,3.11,3.18,22.34,0.0,0.0
515,C5359,4750,1322,0.2481,3.59,1147,4.14,0.8676,23,Facebook,Video,35-44,Other,South America,153698,4797.5,32.04,2024-11-28,5328,2024-11,2024Q4,3.63,4.18,32.04,47.5,0.01
516,C6827,2520,911,0.2751,2.77,508,4.96,0.5576,11,YouTube,Video,55+,Male,Europe,101092,2494.8,40.52,2024-09-06,3311,2024-09,2024Q3,2.74,4.91,40.52,-25.2,-0.01
517,C7162,7210,225,0.1143,32.04,17,424.12,0.0756,11,YouTube,Image,18-24,Other,South America,1989,7498.4,0.27,2025-01-20,1968,2025-01,2025Q1,33.33,441.08,0.27,288.4,0.04
